Produk,Rating,Ulasan,Clean_Ulasan,Sentiment,Word_Count,Char_Count,Length_Category
Xiaomi Redmi Note 15 Pro+ 5G (8/256 GB) (12/512 GB),5,"hp mendarat dengan selamat produk sesuai dengan iklannya, dan sesuai yg saya pesan. kondisi BNIB segel dan garansi resmi",hp mendarat dengan selamat produk sesuai dengan iklannya dan sesuai yg saya pesan kondisi bnib segel dan garansi resmi,Positif,19,120,Panjang (>15 kata)
Xiaomi Smart Band 9 Active,5,"pesanan sesuai dengan deskripsi iklan, lumayan dpt bonus smart band 9 active",pesanan sesuai dengan deskripsi iklan lumayan dpt bonus smart band 9 active,Positif,12,76,Sedang (9–15 kata)
POCO X8 Pro Series,5,"produk mantab sesuai deskripsi dan saran untuk lakbannya kurang kencang harusnya bisa diperbaiki, untungnya semua diterima dengan baik tq gan",produk mantab sesuai deskripsi dan saran untuk lakbannya kurang kencang harusnya bisa diperbaiki untungnya semua diterima dengan baik tq gan,Positif,20,141,Panjang (>15 kata)
Xiaomi Smart Camera C301,5,kualitas bagus. terima kasih,kualitas bagus terima kasih,Positif,4,28,Singkat (4–8 kata)
POCO X7 Pro 5G,5,Okelah,okelah,Positif,1,6,Sangat Singkat (≤3 kata)
POCO C71 4+4G/128G,5,sesuai pesanan produk original pengemasan aman Masih segel waktu sampai kamera oke,sesuai pesanan produk original pengemasan aman masih segel waktu sampai kamera oke,Positif,12,82,Sedang (9–15 kata)
Xiaomi 33W Charging Combo Tipe A,5,dayanya kuat. ngak salah beli. sampai 2 bulan lbh.. ngecash ngak ada kendala,dayanya kuat ngak salah beli sampai 2 bulan lbh ngecash ngak ada kendala,Positif,13,76,Sedang (9–15 kata)
Xiaomi Redmi Note 15 Pro+ 5G (8/256 GB) (12/512 GB),5,"pengiriman cepat, packing aman, barang original, harga paling murah, barang berfungsi dengan baik",pengiriman cepat packing aman barang original harga paling murah barang berfungsi dengan baik,Positif,13,97,Sedang (9–15 kata)
POCO X7 Pro 5G,3,"barang tiba dengan kondisi dus penyok cukup parah tapi dus packing aman tidak penyok berarti sebelum dikirim kemungkinan sudah dalam kondisi penyok, tingkat kan lagi qual...",barang tiba dengan kondisi dus penyok cukup parah tapi dus packing aman tidak penyok berarti sebelum dikirim kemungkinan sudah dalam kondisi penyok tingkat kan lagi qual,Netral,26,173,Panjang (>15 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,barang sudah sampai,barang sudah sampai,Positif,3,19,Sangat Singkat (≤3 kata)
Xiaomi Redmi Note 15 Pro 5G (8/256GB) (12/512GB),5,barang masih disegel dan juga ori... kualitas sangat bagus dan masih Grezz...,barang masih disegel dan juga ori kualitas sangat bagus dan masih grezz,Positif,12,77,Sedang (9–15 kata)
Xiaomi Smart Temperature and Humidity Monitor 3 Mini,5,cuma termometer ruangan saja,cuma termometer ruangan saja,Positif,4,28,Singkat (4–8 kata)
Xiaomi Smart Camera C301 CCTV Indoor,5,"bagus gambar super jernih
dimalam hari juga bersih waluapun kurang cahaya",bagus gambar super jernih dimalam hari juga bersih waluapun kurang cahaya,Positif,11,73,Sedang (9–15 kata)
Xiaomi Redmi Watch 5 Active,5,mantap,mantap,Positif,1,6,Sangat Singkat (≤3 kata)
POCO X8 Pro Series,5,pengiriman ceoat dan untuk barang mlus,pengiriman ceoat dan untuk barang mlus,Positif,6,38,Singkat (4–8 kata)
POCO Pad M1 (8GB/256GB),5,"barang sampai dan sesuai pesanan, nyoba pencet keyboard nya enak banget pas lahh",barang sampai dan sesuai pesanan nyoba pencet keyboard nya enak banget pas lahh,Positif,13,80,Sedang (9–15 kata)
POCO F7 Ultra 12/256G 16/512G,5,"Terbaik,keren mantaaab",terbaik keren mantaaab,Positif,3,22,Sangat Singkat (≤3 kata)
Xiaomi REDMI Watch 6,5,"bagus,mudahan awet sih pertama kali beli soalnya... cuman gk bisa balas wa dan angkat wa",bagus mudahan awet sih pertama kali beli soalnya cuman gk bisa balas wa dan angkat wa,Positif,16,88,Panjang (>15 kata)
POCO X7 Pro 5G,5,Ori,ori,Positif,1,3,Sangat Singkat (≤3 kata)
Xiaomi Smart Band 9 Active,5,Barang masih tersegel saat diterima. Lengkap dan sesuai dengan pesanan. Thanks.,barang masih tersegel saat diterima lengkap dan sesuai dengan pesanan thanks,Positif,11,79,Sedang (9–15 kata)
Xiaomi Kabel Type-A to Type-C 6A,5,"Packing rapih dan aman, barang sesuai 👍",packing rapih dan aman barang sesuai,Positif,6,39,Singkat (4–8 kata)
Xiaomi REDMI Watch 6,5,"terima kasih, barang sudah diterima original, kwalitas bagus , pengiriman cepat , sudah dicoba berfungsi",terima kasih barang sudah diterima original kwalitas bagus pengiriman cepat sudah dicoba berfungsi,Positif,13,104,Sedang (9–15 kata)
Xiaomi Redmi Buds 6 Play,5,"Menurut saya barangnya worth it, sesuai dengan harganya",menurut saya barangnya worth it sesuai dengan harganya,Positif,8,55,Singkat (4–8 kata)
POCO M7 (8GB/256GB),5,NAISEEE,naiseee,Positif,1,7,Sangat Singkat (≤3 kata)
POCO X7 Pro 5G,5,Alhamdulillah hpnya dah sampai pengirimanya cepat dan sangat memuaskan,alhamdulillah hpnya dah sampai pengirimanya cepat dan sangat memuaskan,Positif,9,70,Sedang (9–15 kata)
POCO M7 (8GB/256GB),5,"Trmksh brng sdh smpe dngan baik.
Rapi kemasanya sevti bngd🙏🙏🙏🙏",trmksh brng sdh smpe dngan baik rapi kemasanya sevti bngd,Positif,10,62,Sedang (9–15 kata)
Xiaomi 100W Charging Combo (Type-A) EU,2,"chargernya tetep lama butuh 1 jam utk full mana lgs beli 2
pngiriman cepat dan packing aman",chargernya tetep lama butuh 1 jam utk full mana lgs beli 2 pngiriman cepat dan packing aman,Negatif,17,91,Panjang (>15 kata)
Xiaomi Earphone Tipe-C,5,"mantappp barang original, meskipun harga murah tapi kualitas mantappp pokoknya, jangan ragu untuk beli earphone xiaomi tipe-C ini",mantappp barang original meskipun harga murah tapi kualitas mantappp pokoknya jangan ragu untuk beli earphone xiaomi tipe c ini,Positif,19,129,Panjang (>15 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,Pembelian ke 3 dalam 5 bulan. di toko ini. Toka sangat amanah. Selalu memuaskan.,pembelian ke 3 dalam 5 bulan di toko ini toka sangat amanah selalu memuaskan,Positif,14,80,Sedang (9–15 kata)
Xiaomi Dual Mode Wireless Mouse 2,5,Bagus dan berfungsi dengan baik,bagus dan berfungsi dengan baik,Positif,5,31,Singkat (4–8 kata)
Mi In-Ear Headphones Basic,5,ori,ori,Positif,1,3,Sangat Singkat (≤3 kata)
Xiaomi Redmi 15 (8/128) (8/256),5,"Packing rapi, masih segel dan berdua dengan baik. semoga awet.",packing rapi masih segel dan berdua dengan baik semoga awet,Positif,10,62,Sedang (9–15 kata)
Xiaomi Redmi Note 15 Pro+ 5G (8/256 GB) (12/512 GB),5,"Sesuai deskripsi, cepet nyampe",sesuai deskripsi cepet nyampe,Positif,4,30,Singkat (4–8 kata)
Xiaomi Smart Band 9 Active,5,"terima kasih pesanan xiaomi smart band 9 active nya uda sampai, bagus good condition 🙏",terima kasih pesanan xiaomi smart band 9 active nya uda sampai bagus good condition,Positif,14,86,Sedang (9–15 kata)
Xiaomi Wifi Extender Series,5,Sangat worth it,sangat worth it,Positif,3,15,Sangat Singkat (≤3 kata)
POCO C85 (6/128) (8/256),5,"seller fast respon, packing nya sangat aman dan hp nya original",seller fast respon packing nya sangat aman dan hp nya original,Positif,11,63,Sedang (9–15 kata)
Xiaomi Router AX1500,5,Xiaomi selalu yg terbaik,xiaomi selalu yg terbaik,Positif,4,24,Singkat (4–8 kata)
POCO X7 Pro 5G,5,sampai tujuan dengan selamat dan kondisi masih tersegel rapat👍👍👍,sampai tujuan dengan selamat dan kondisi masih tersegel rapat,Positif,9,64,Sedang (9–15 kata)
Xiaomi Smart Camera C301 CCTV Indoor,5,Kejernihan lensa: Good,kejernihan lensa good,Positif,3,22,Sangat Singkat (≤3 kata)
Xiaomi Outdoor Camera CW100 Dual,5,"Mantabs sekali,,, langsung pnp kabelnya...
Packingnya aman bener pakai kardus tambahan...
Sukses selalu Kak... 👍",mantabs sekali langsung pnp kabelnya packingnya aman bener pakai kardus tambahan sukses selalu kak,Positif,14,112,Sedang (9–15 kata)
POCO X8 Pro Series,5,mantap hp nya dan kenceng.semoga awet ya,mantap hp nya dan kenceng semoga awet ya,Positif,8,40,Singkat (4–8 kata)
Redmi Powerbank 18W,5,bagus sesuai pesanan,bagus sesuai pesanan,Positif,3,20,Sangat Singkat (≤3 kata)
Xiaomi Redmi Buds 6 Play,5,"packing aman banget, kualitas suara oke banget, mantep",packing aman banget kualitas suara oke banget mantep,Positif,8,54,Singkat (4–8 kata)
POCO X7 Pro 5G,5,"Pesanan sesuai...
packing + pengiriman aman.
mantap",pesanan sesuai packing pengiriman aman mantap,Positif,6,51,Singkat (4–8 kata)
POCO X7 Pro 5G,5,selalu lopeee tokopedia....friendly dan bikin nyaman,selalu lopeee tokopedia friendly dan bikin nyaman,Positif,7,52,Singkat (4–8 kata)
POCO Pad M1 (8GB/256GB),5,recommended seller... fast respon dan barang segel ori... fast delivery,recommended seller fast respon dan barang segel ori fast delivery,Positif,10,71,Sedang (9–15 kata)
Xiaomi Smart Band 9 Active,5,Diterima dengan baik,diterima dengan baik,Positif,3,20,Sangat Singkat (≤3 kata)
Xiaomi High Capacity Pen,5,"Awet, Tinta aman, Tulisan jelas, Bahannya Solid",awet tinta aman tulisan jelas bahannya solid,Positif,7,47,Singkat (4–8 kata)
Xiaomi Smart Camera C302,5,"Real pict, dan berfungsi dengan baik",real pict dan berfungsi dengan baik,Positif,6,36,Singkat (4–8 kata)
Xiaomi Redmi Buds 8 Lite,5,Terbaik,terbaik,Positif,1,7,Sangat Singkat (≤3 kata)
Xiaomi 33W Charging Combo Tipe A,5,"Barang masih disegel
Barang ORI",barang masih disegel barang ori,Positif,5,31,Singkat (4–8 kata)
POCO X7 5G,5,"sampai dengan selamat dan masih tersegel, semoga awet",sampai dengan selamat dan masih tersegel semoga awet,Positif,8,53,Singkat (4–8 kata)
Xiaomi Power Bank 33W 10000mAh Pocket Edition Pro,5,Semoga awet,semoga awet,Positif,2,11,Sangat Singkat (≤3 kata)
Xiaomi TV Box S (3rd Gen),5,"sampai dengan selamat, 2 minggu pemakaian aman semoga awet",sampai dengan selamat 2 minggu pemakaian aman semoga awet,Positif,9,58,Sedang (9–15 kata)
POCO F7 (12/512GB),5,"Cepat sampainya, barang oke, paket dikirim aman pakai busa tebal
mantap 🙏",cepat sampainya barang oke paket dikirim aman pakai busa tebal mantap,Positif,11,73,Sedang (9–15 kata)
Xiaomi 67W Power Bank 20000mAh (Integrated Cable),5,barangnya ori. bisa sampai 65 watt untuk kabel usb type c nya.,barangnya ori bisa sampai 65 watt untuk kabel usb type c nya,Positif,12,62,Sedang (9–15 kata)
Xiaomi Earphone Tipe-C,5,ori,ori,Positif,1,3,Sangat Singkat (≤3 kata)
POCO C71 4+4G/128G,5,"packing aman,kiriman cepat,produk dan varian sesuai,makasih",packing aman kiriman cepat produk dan varian sesuai makasih,Positif,9,59,Sedang (9–15 kata)
POCO C71 4+4G/128G,5,"kiriman cepat,produk sesuai,packing aman,makasih",kiriman cepat produk sesuai packing aman makasih,Positif,7,48,Singkat (4–8 kata)
POCO C71 4+4G/128G,5,"packing aman,kiriman cepat,produk dan varian sesuai,makasih",packing aman kiriman cepat produk dan varian sesuai makasih,Positif,9,59,Sedang (9–15 kata)
Xiaomi Outdoor Camera CW300,5,Sesuai pesanan.,sesuai pesanan,Positif,2,15,Sangat Singkat (≤3 kata)
POCO X7 Pro 5G,5,Sesuai pesanan.,sesuai pesanan,Positif,2,15,Sangat Singkat (≤3 kata)
Xiaomi Redmi Watch 5 Active,5,Barang ori dan bagus,barang ori dan bagus,Positif,4,20,Singkat (4–8 kata)
POCO X7 Pro 5G,5,"seller ramah, respon cepat, packing aman, pengiriman cepat, barang terjamin keaslian nya dan garansi resmi",seller ramah respon cepat packing aman pengiriman cepat barang terjamin keaslian nya dan garansi resmi,Positif,15,106,Sedang (9–15 kata)
POCO X8 Pro Series,5,"barang sampai dengan baik, hp lancar dan berfungsi",barang sampai dengan baik hp lancar dan berfungsi,Positif,8,50,Singkat (4–8 kata)
POCO X8 Pro Series,5,"Barang original dan datang dalam keadaan mulus dan masih bersegel resmi Xiaomi, garansi juga aktif sesuai dengan deskripsi pembelian. Sudah 2 minggu 3 hari menggunakan hp...",barang original dan datang dalam keadaan mulus dan masih bersegel resmi xiaomi garansi juga aktif sesuai dengan deskripsi pembelian sudah 2 minggu 3 hari menggunakan hp,Positif,26,173,Panjang (>15 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"Barang sesuai, packaging rapih, aman dan sesuai",barang sesuai packaging rapih aman dan sesuai,Positif,7,47,Singkat (4–8 kata)
POCO X8 Pro Series,5,pelayanan baik dan sesuai pesanan,pelayanan baik dan sesuai pesanan,Positif,5,33,Singkat (4–8 kata)
Xiaomi 33W Power Bank 20.000 mAh,5,Barang sampai dengan aman,barang sampai dengan aman,Positif,4,25,Singkat (4–8 kata)
Xiaomi 3A USB-A to USB-C Cable (1m),5,"bagus ,.moga awet",bagus moga awet,Positif,3,17,Sangat Singkat (≤3 kata)
POCO X7 5G,5,"desain nya mulus, paketnya datang dengan aman gk ada kendala",desain nya mulus paketnya datang dengan aman gk ada kendala,Positif,10,60,Sedang (9–15 kata)
POCO X8 Pro Series,5,sesuai pesanan,sesuai pesanan,Positif,2,14,Sangat Singkat (≤3 kata)
Xiaomi 67W HyperCharge Combo Tipe A,5,Barang sudah diterima dengan masih tersegel dan berfungsi dengan normal. Terimakasih,barang sudah diterima dengan masih tersegel dan berfungsi dengan normal terimakasih,Positif,11,84,Sedang (9–15 kata)
POCO X7 Pro 5G,5,sesuai pesanan makasihh seller amanah,sesuai pesanan makasihh seller amanah,Positif,5,37,Singkat (4–8 kata)
POCO X7 Pro 5G,5,mantapppppppp bos,mantapppppppp bos,Positif,2,17,Sangat Singkat (≤3 kata)
Xiaomi Redmi Note 15 (8/128 GB) (8/256 GB),5,Alhamdulillah barang sudah diterima dengan baik dan aman selamat dan bagus,alhamdulillah barang sudah diterima dengan baik dan aman selamat dan bagus,Positif,11,74,Sedang (9–15 kata)
POCO C81 Pro (4GB/128G) (4GB/64GB),5,TRIMAKASIH,trimakasih,Positif,1,10,Sangat Singkat (≤3 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,"barang sesuai, pengiriman cepat, seller responsif, recommended seller, thank you",barang sesuai pengiriman cepat seller responsif recommended seller thank you,Positif,10,80,Sedang (9–15 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,4,Bisa ngecash tapi agak lambat,bisa ngecash tapi agak lambat,Positif,5,29,Singkat (4–8 kata)
Xiaomi Wireless Mouse Comfort Edition,5,Good...,good,Positif,1,7,Sangat Singkat (≤3 kata)
Xiaomi Smart Multifunctional Rice Cooker,5,modelnya cantik..saya suka,modelnya cantik saya suka,Positif,4,26,Singkat (4–8 kata)
Xiaomi Kabel Type-A to Type-C 6A,5,"wkwkwk, kirain masalah dari kebel nya, ternyata karna tempat cash an hp nya yang bermasalah 😭",wkwkwk kirain masalah dari kebel nya ternyata karna tempat cash an hp nya yang bermasalah,Positif,15,93,Sedang (9–15 kata)
Xiaomi 33W Charging Combo Tipe A,5,"top markotop, pengiriman cepat sekali",top markotop pengiriman cepat sekali,Positif,5,37,Singkat (4–8 kata)
Xiaomi Smart Camera C701,5,"Udah kesekian kalinya belanja disini dan alhamdulillah selalu puas, terima kasih",udah kesekian kalinya belanja disini dan alhamdulillah selalu puas terima kasih,Positif,11,80,Sedang (9–15 kata)
Xiaomi Smart Air Purifier 4 Compact Filter,5,original mantap,original mantap,Positif,2,15,Sangat Singkat (≤3 kata)
Redmi Pad 2 Pro (6GB/128GB) (8GB/256GB),2,"barang kece abis, CS dan regulasi mesti dibenahi masa baru 30 detik mau cancel ga bisa dan jawaban template banget, aku mau ganti pilihan, 30 detik loh ko bisa lgs ter &#...",barang kece abis cs dan regulasi mesti dibenahi masa baru 30 detik mau cancel ga bisa dan jawaban template banget aku mau ganti pilihan 30 detik loh ko bisa lgs ter,Negatif,31,173,Panjang (>15 kata)
Mijia Smart Air Purifier 6,5,NIce,nice,Positif,1,4,Sangat Singkat (≤3 kata)
Xiaomi Smart Air Purifier 4 Lite,5,NIce,nice,Positif,1,4,Sangat Singkat (≤3 kata)
Xiaomi Outdoor Camera CW300,5,sip mantap,sip mantap,Positif,2,10,Sangat Singkat (≤3 kata)
POCO C71 4+4G/128G,5,ok,ok,Positif,1,2,Sangat Singkat (≤3 kata)
POCO C71 4+4G/128G,5,ok,ok,Positif,1,2,Sangat Singkat (≤3 kata)
Xiaomi Smart Band 9 Active,5,jam'nya bagus buat anak sekolah. Good job.,jam nya bagus buat anak sekolah good job,Positif,8,42,Singkat (4–8 kata)
POCO X8 Pro Series,5,bagussss,bagussss,Positif,1,8,Sangat Singkat (≤3 kata)
POCO C85 (6/128) (8/256),5,Terimakasih barang sesuai. Datang tepat waktu. Terimakasih tokped,terimakasih barang sesuai datang tepat waktu terimakasih tokped,Positif,8,65,Singkat (4–8 kata)
POCO X7 Pro 5G,5,joke.,joke,Positif,1,5,Sangat Singkat (≤3 kata)
Xiaomi Redmi 15C (6+128) (8+256),5,"produk sangat baik, hanya sj ketika ingin menggunakan thermal camera OTG tidak terdetect.......over all, keren sih!!!!!",produk sangat baik hanya sj ketika ingin menggunakan thermal camera otg tidak terdetect over all keren sih,Positif,17,119,Panjang (>15 kata)
Xiaomi TV A Pro 55 2026,5,"terimakasih produknya original dan diterima dengan baik, kualitas xiaomi ga usah diragukan lg",terimakasih produknya original dan diterima dengan baik kualitas xiaomi ga usah diragukan lg,Positif,13,93,Sedang (9–15 kata)
Xiaomi Power Bank 22.5W 10000mAh Lite,5,berfungsi dengan baik dan fast charging,berfungsi dengan baik dan fast charging,Positif,6,39,Singkat (4–8 kata)
POCO M7 (8GB/256GB),5,mantap,mantap,Positif,1,6,Sangat Singkat (≤3 kata)
Xiaomi Robot Vacuum H40,5,"Barang original,  pengiriman cepat. Mudah pakainya...",barang original pengiriman cepat mudah pakainya,Positif,6,53,Singkat (4–8 kata)
Xiaomi 3A USB-A to USB-C Cable (1m),5,OKEY BGT,okey bgt,Positif,2,8,Sangat Singkat (≤3 kata)
Xiaomi Smart Band 10,5,sesuai harapan,sesuai harapan,Positif,2,14,Sangat Singkat (≤3 kata)
POCO Pad X1 (8GB/512GB),5,"barang original, packing rapih dan aman saat unboxing, dus segelan barang baru, mantab, ngak rugi",barang original packing rapih dan aman saat unboxing dus segelan barang baru mantab ngak rugi,Positif,15,97,Sedang (9–15 kata)
Xiaomi Redmi Buds 6 Play,5,josjis,josjis,Positif,1,6,Sangat Singkat (≤3 kata)
Xiaomi 67W HyperCharge Combo Tipe A,5,"Pengiriman cepat, product sudah pasti original",pengiriman cepat product sudah pasti original,Positif,6,46,Singkat (4–8 kata)
Mi In-Ear Headphones Basic,5,Barang tiba dengan selamat karena packingnya mantap pisan..,barang tiba dengan selamat karena packingnya mantap pisan,Positif,8,59,Singkat (4–8 kata)
Xiaomi Luggage Classic Pro,4,"ad lecet dikit kaya kebeset sesuatu yg tajam, sisanya oke dan masih berfungsi normal",ad lecet dikit kaya kebeset sesuatu yg tajam sisanya oke dan masih berfungsi normal,Positif,14,84,Sedang (9–15 kata)
POCO X7 Pro 5G,5,"Setelah menimbang berdasarkan ulasan, apakah ambil X8 Pro atau X7 Pro, pilihan jatuh di tipe ini. Selisih harga sejutaan lumayan ‘in this economy’. Harga mulai turun ke h...",setelah menimbang berdasarkan ulasan apakah ambil x8 pro atau x7 pro pilihan jatuh di tipe ini selisih harga sejutaan lumayan in this economy harga mulai turun ke h,Positif,28,173,Panjang (>15 kata)
Xiaomi 90W HyperCharge Combo (Type-A),5,"mantap berfungsi dengan baik, harga memang gak bohong",mantap berfungsi dengan baik harga memang gak bohong,Positif,8,53,Singkat (4–8 kata)
Xiaomi Mijia Mesin Cuci Front Load Washer Dryer 10.5kg,5,"Barang bagus. setelah proses instalasi, langsung dicoba dengan ""Tub Clean"" supaya hilang bau logam dan pabrik.",barang bagus setelah proses instalasi langsung dicoba dengan tub clean supaya hilang bau logam dan pabrik,Positif,16,110,Panjang (>15 kata)
